번호,과속방지턱관리번호,도로명,시도명,시군구명,소재지도로명주소,소재지지번주소,설치장소,과속방지턱재료,과속방지턱형태구분,과속방지턱높이,과속방지턱폭,과속방지턱연장,도로유형구분,규격여부,WGS84위도,WGS84경도,보차분리여부,연속형여부,과속방지턱설치연도,관리기관명,관리기관전화번호,데이터기준일자
97,76,절영로,부산광역시,영도구,부산광역시 영도구 절영로490번길 45,부산광역시 영도구 동삼동 산 46-7,조양맨션 10동 주차장 뒷 길,아스팔트 콘크리트,원호형,10,9.6,2.9,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
98,77,중리로,부산광역시,영도구,부산광역시 영도구 중리로 2,부산광역시 영도구 동삼동 480-1,신라약국 옆,아스팔트 콘크리트,원호형,10,19,2,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
99,78,중리북로,부산광역시,영도구,부산광역시 영도구 중리북로 50,부산광역시 영도구 동삼동 482-4,우리은행 자동화점 앞,아스팔트 콘크리트,원호형,10,5.8,3.7,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
100,155,남항로,부산광역시,영도구,부산광역시 영도구 남항로 9,부산광역시 영도구 남항동1가 60,오병이어집 앞(남항로 9),아스팔트 콘크리트,원호형,10,6,3.8,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
101,156,남항로,부산광역시,영도구,부산광역시 영도구 남항로 7,부산광역시 영도구 남항동1가 59-2,영도중앙교회 앞(남항로 7),아스팔트 콘크리트,원호형,10,5.3,3.9,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
102,157,남항로,부산광역시,영도구,부산광역시 영도구 남항로 27,부산광역시 영도구 남항동1가 178-27,대신테크 앞(남항로 27),아스팔트 콘크리트,원호형,10,4.8,3.8,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
103,158,대평로,부산광역시,영도구,부산광역시 영도구 대평로 27번길 9,부산광역시 영도구 대평동1가 112-1,대평로 27번길 9,아스팔트 콘크리트,원호형,10,3.7,5,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
104,159,남항로,부산광역시,영도구,부산광역시 영도구 남항로 9,부산광역시 영도구 남항동1가 60,송화루 앞,아스팔트 콘크리트,원호형,10,5.7,3.6,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
105,160,남항로,부산광역시,영도구,부산광역시 영도구 남항로 6,부산광역시 영도구 남항동2가 39-1,한국전력 앞(남항로 6),아스팔트 콘크리트,원호형,8,5,3.6,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
106,161,남항서로,부산광역시,영도구,부산광역시 영도구 남항서로 81,부산광역시 영도구 남항동3가 1-1,대광냉동 앞(남항서로 81),아스팔트 콘크리트,원호형,8,5.4,3.7,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
107,162,절영로,부산광역시,영도구,부산광역시 영도구 절영로 93,부산광역시 영도구 영선동3가 20-2,동래빨래터 앞,아스팔트 콘크리트,원호형,8,3,3.8,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
108,163,절영로,부산광역시,영도구,부산광역시 영도구 절영로 93,부산광역시 영도구 영선동3가 20-2,동해물회 앞,아스팔트 콘크리트,원호형,8,3.9,4.3,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
109,164,절영로,부산광역시,영도구,부산광역시 영도구 절영로 93,부산광역시 영도구 영선동3가 20-2,현대노래방 앞,아스팔트 콘크리트,원호형,10,3.8,4.3,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
110,165,봉래나루로,부산광역시,영도구,부산광역시 영도구 봉래나루로 234,부산광역시 영도구 봉래동3가 170-1,아름식당 앞(일방통행),아스팔트 콘크리트,원호형,10,3.5,2.4,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
111,166,대교로,부산광역시,영도구,부산광역시 영도구 대교로14번길 8,부산광역시 영도구 봉래동3가 111-11,미광마린타워 맞은편 조은헤어필 앞,아스팔트 콘크리트,원호형,8,7.3,3.6,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
112,167,대교로,부산광역시,영도구,부산광역시 영도구 대교로14번길 8,부산광역시 영도구 봉래동3가 111-11,미광마린타원 맞은편 미광상회 앞,아스팔트 콘크리트,원호형,10,7.8,3.7,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
113,168,대교로,부산광역시,영도구,부산광역시 영도구 대교로14,부산광역시 영도구 봉래동2가 43,성광써비스 앞,아스팔트 콘크리트,원호형,10,4,3.7,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
114,169,대교로,부산광역시,영도구,부산광역시 영도구 대교로6,부산광역시 영도구 봉래동3가 107-1,조광요턴 앞,아스팔트 콘크리트,원호형,10,3,2.4,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
115,170,대교로,부산광역시,영도구,부산광역시 영도구 대교로2,부산광역시 영도구 봉래동3가 24,수근에이스타운 앞,아스팔트 콘크리트,원호형,10,4.8,1.8,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
116,171,대교로,부산광역시,영도구,부산광역시 영도구 대교로2,부산광역시 영도구 봉래동3가 24,SKY 학원 앞,아스팔트 콘크리트,원호형,8,7.5,3.8,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
117,172,대교로,부산광역시,영도구,부산광역시 영도구 대교로6,부산광역시 영도구 봉래동3가 107-1,삼화유통 앞,아스팔트 콘크리트,원호형,10,4.8,3.6,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
118,173,대교로,부산광역시,영도구,부산광역시 영도구 대교로6,부산광역시 영도구 봉래동3가 107-1,난희분식 앞,아스팔트 콘크리트,원호형,10,4.8,3.8,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
119,174,대교로,부산광역시,영도구,부산광역시 영도구 대교로6,부산광역시 영도구 봉래동3가 107-1,부국상사 앞,아스팔트 콘크리트,원호형,8,4.2,3.6,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
120,175,대교로,부산광역시,영도구,부산광역시 영도구 대교로30,부산광역시 영도구 봉래동2가 96-2,영도방수공사 앞(대교로 30/일방통행),아스팔트 콘크리트,원호형,8,3.8,3.6,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
121,176,대교로,부산광역시,영도구,부산광역시 영도구 대교로 25-1,부산광역시 영도구 봉래동2가 75-2,밀알빌딩 앞(대교로 25-1/일방통행),아스팔트 콘크리트,원호형,8,4,4,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
122,177,태종로,부산광역시,영도구,부산광역시 영도구 태종로99,부산광역시 영도구 대교동2가 100-3,황소경양식 앞(일방통행),아스팔트 콘크리트,원호형,10,3.2,3.3,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
123,178,태종로,부산광역시,영도구,부산광역시 영도구 태종로65,부산광역시 영도구 대교동1가 155-2,할매국밥 앞(일방통행),아스팔트 콘크리트,가상형,0,5.3,3.6,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
124,179,남항로,부산광역시,영도구,부산광역시 영도구 남항로9,부산광역시 영도구 남항동1가 60,물회맷돌&남성교회 앞,아스팔트 콘크리트,원호형,10,5,3.8,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
125,180,남항로,부산광역시,영도구,부산광역시 영도구 남항로 32,부산광역시 영도구 남항동2가 251-32,경북지업사 앞(남항로 32),아스팔트 콘크리트,원호형,8,9.6,2.2,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
126,181,남항로,부산광역시,영도구,부산광역시 영도구 남항로32,부산광역시 영도구 남항동2가 251-32,경북지업사 앞(남항로 32),아스팔트 콘크리트,원호형,3,9.6,2.2,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
127,182,남항로,부산광역시,영도구,부산광역시 영도구 남항로38,부산광역시 영도구 남항동2가 265-1,비젼안경 앞(남항로 38),아스팔트 콘크리트,원호형,10,7.5,3,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
128,183,태종로,부산광역시,영도구,부산광역시 영도구 태종로802,부산광역시 영도구 동삼동 979-8,태종대초등학교 앞,아스팔트 콘크리트,원호형,8,4.4,3.8,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
129,184,태종로,부산광역시,영도구,부산광역시 영도구 태종로802,부산광역시 영도구 동삼동 979-8,태종대초등학교 앞,아스팔트 콘크리트,원호형,8,3.8,3.7,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
130,185,태종로,부산광역시,영도구,부산광역시 영도구 태종로802,부산광역시 영도구 동삼동 979-8,보배슈퍼 앞,아스팔트 콘크리트,원호형,8,4.6,3.6,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
131,186,태종로,부산광역시,영도구,부산광역시 영도구 태종로802,부산광역시 영도구 동삼동 979-8,보배슈퍼 앞,아스팔트 콘크리트,원호형,8,4.2,3.8,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
132,187,동삼로,부산광역시,영도구,부산광역시 영도구 동삼로77번길 25,부산광역시 영도구 동삼동 227-257,영도 참편한요양병원 앞,아스팔트 콘크리트,원호형,8,5.3,3.5,일반,Y,35.080729,129.0692473,N,N,2019,부산광역시 영도구청,051-419-4554,2020-07-28
133,188,태종로,부산광역시,영도구,부산광역시 영도구 태종로 46,부산광역시 영도구 대교동1가 20,영도경찰서 뒤,아스팔트 콘크리트,원호형,8,4,3.5,일반,Y,35.093559,129.036622,N,N,2019,부산광역시 영도구청,051-419-4554,2020-07-28
134,189,청학남로,부산광역시,영도구,부산광역시 영도구 청학남로 6,부산광역시 영도구 청학동 442-40,황토탕 앞,아스팔트 콘크리트,원호형,8,3.7,3.6,일반,Y,35.090177,129.058264,N,N,2019,부산광역시 영도구청,051-419-4554,2020-07-28
135,190,청학북로,부산광역시,영도구,부산광역시 영도구 청학북로 12,부산광역시 영도구 청학동 268-17,청학1치안센터 부근,아스팔트 콘크리트,원호형,8,3.8,3.6,일반,Y,35.094273,129.057681,N,N,2019,부산광역시 영도구청,051-419-4554,2020-07-28
136,130,중복길,부산광역시,영도구,부산광역시 영도구 중복길 85,부산광역시 영도구 신선동3가 100-10,포비헤어 앞(중복길 85),아스팔트 콘크리트,원호형,8,5.6,4,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
137,131,중복길,부산광역시,영도구,부산광역시 영도구 중복길 55,부산광역시 영도구 신선동3가 101-182,중복길 55 앞(마을버스정류장),아스팔트 콘크리트,원호형,8,5.3,3.8,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
138,132,중복길,부산광역시,영도구,부산광역시 영도구 중복길 3,부산광역시 영도구 신선동3가 101-209,명신교회 앞(중복길 3),아스팔트 콘크리트,가상형,0,4,3,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
139,133,꿈나무길,부산광역시,영도구,부산광역시 영도구 꿈나무길 75-105,부산광역시 영도구 영선동1가 115-8,해림철학관 앞(꿈나무길 75-105),아스팔트 콘크리트,원호형,5,6.2,3.8,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
140,134,꿈나무길,부산광역시,영도구,부산광역시 영도구 꿈나무길 137,부산광역시 영도구 영선동1가 132-2,삼경건업 앞(영도교회/꿈나무길 137),아스팔트 콘크리트,원호형,8,6.8,3.8,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
141,135,새천년길,부산광역시,영도구,부산광역시 영도구 새천년길 287,부산광역시 영도구 신선동2가 2-2,새천년길 287 앞,아스팔트 콘크리트,원호형,8,6,3.7,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
142,136,하나길,부산광역시,영도구,부산광역시 영도구 하나길 38,부산광역시 영도구 영선동4가 309,하나길 38 앞,아스팔트 콘크리트,원호형,8,6,3.6,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
143,137,복지관길,부산광역시,영도구,부산광역시 영도구 복지관길 40,부산광역시 영도구 신선동3가 110-1,신선중학교 정문 앞(하나길 37),아스팔트 콘크리트,원호형,5,6.2,4,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
144,138,복지관길,부산광역시,영도구,부산광역시 영도구 복지관길 40,부산광역시 영도구 신선동3가 110-1,신선중학교 정문 앞(복지관길 42),아스팔트 콘크리트,원호형,8,4.5,3.8,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
145,139,남항새싹길,부산광역시,영도구,부산광역시 영도구 남항새싹길 127,부산광역시 영도구 영선동4가 229-9,남항새싹길 127 앞,아스팔트 콘크리트,원호형,8,6.1,4,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
146,140,남항새싹길,부산광역시,영도구,부산광역시 영도구 남항새싹길 127,부산광역시 영도구 영선동4가 229-9,남항새싹길 127 앞,아스팔트 콘크리트,원호형,10,6.2,3.8,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
147,141,남항새싹길,부산광역시,영도구,부산광역시 영도구 남항새싹길 81,부산광역시 영도구 영선동4가 245-1,대원아파트 앞,아스팔트 콘크리트,원호형,10,6.7,3.6,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
148,142,남항새싹길,부산광역시,영도구,부산광역시 영도구 남항새싹길 144,부산광역시 영도구 영선동4가 247,남항초등학교 앞(남항새싹길 144),아스팔트 콘크리트,원호형,10,6.9,3.8,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
149,143,남항새싹길,부산광역시,영도구,부산광역시 영도구 남항새싹길 144,부산광역시 영도구 영선동4가 247,남항초등학교 앞,아스팔트 콘크리트,원호형,10,6.9,3.6,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
150,144,남항새싹길,부산광역시,영도구,부산광역시 영도구 남항새싹길 144,부산광역시 영도구 영선동4가 247,남항초등학교 앞,아스팔트 콘크리트,원호형,10,7,3.6,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
151,145,영상길,부산광역시,영도구,부산광역시 영도구 영상길 60,부산광역시 영도구 신선동3가 28-1,영상길 60 앞,아스팔트 콘크리트,원호형,8,4,4.7,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
152,146,재능길,부산광역시,영도구,부산광역시 영도구 재능길 67,부산광역시 영도구 신선동3가 60-21,재능길 67 앞,아스팔트 콘크리트,원호형,8,4.5,4.2,일반,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28
